expected_cut,best_sampled_cut,optimizer,depth,noise_condition,optimizer_evaluations,circuit_executions,total_executed_shots,two_qubit_gates,circuit_depth,simulator_runtime_seconds,optimal_parameters,experiment_id,graph_id,graph_family,num_nodes,num_edges,graph_seed,config_id,shots_per_circuit,exact_optimum,run_seed,schema_version,expected_approximation_ratio,best_sampled_approximation_ratio,run_status,failure_reason
6.3984375,10,SPSA,2,N2,0,1,512,24,14,0.3161793640001633,"(2.2700940232274913, -0.10241614744722953, 0.45579071780040553, 1.6621097871753052)",G0001_C08_N2_S1001,G0001,erdos_renyi,10,12,10000,C08,512,10,1001,1.0,0.63984375,1.0,success,
6.60546875,10,COBYLA,3,N2,0,1,256,36,19,0.2084136960002069,"(1.5198029985273882, 2.4674410940655567, 1.9960100193479837, 0.541254372715743, 0.7093117189479758, 0.20502003957545087)",G0001_C09_N2_S1000,G0001,erdos_renyi,10,12,10000,C09,256,10,1000,1.0,0.660546875,1.0,success,
6.37109375,10,COBYLA,3,N2,0,1,256,36,19,0.1984157550004965,"(1.9369671773287052, 0.023575365384871212, 0.5923474767626072, 1.3522931859920246, 0.12254161505440812, 0.3174604395167424)",G0001_C09_N2_S1001,G0001,erdos_renyi,10,12,10000,C09,256,10,1001,1.0,0.637109375,1.0,success,
6.40234375,10,COBYLA,3,N2,0,1,512,36,19,0.3496625159996256,"(1.639054312573697, 2.396978391418495, 2.004704962739324, 0.3368586989672444, 0.8340743452985987, 0.27704300027963114)",G0001_C10_N2_S1000,G0001,erdos_renyi,10,12,10000,C10,512,10,1000,1.0,0.640234375,1.0,success,
6.3671875,10,COBYLA,3,N2,0,1,512,36,19,0.3644780909999099,"(1.9360129741077976, 0.03315018193913599, 0.5869365162732383, 1.3466432900435614, 0.12405903722850972, 0.31459622360796025)",G0001_C10_N2_S1001,G0001,erdos_renyi,10,12,10000,C10,512,10,1001,1.0,0.63671875,1.0,success,
7.14453125,10,SPSA,3,N2,0,1,256,36,19,0.2181886689995735,"(1.326646851493845, 2.2509910344723703, 2.010999302652437, 0.032150787560426414, 1.2233481049655328, -0.2507941129540549)",G0001_C11_N2_S1000,G0001,erdos_renyi,10,12,10000,C11,256,10,1000,1.0,0.714453125,1.0,success,
6.60546875,10,SPSA,3,N2,0,1,256,36,19,0.2087598389998675,"(1.7151161626890403, -0.1642765056797802, 0.7202440186682711, 1.387302630199088, 0.24609894208591954, 0.5294727973712167)",G0001_C11_N2_S1001,G0001,erdos_renyi,10,12,10000,C11,256,10,1001,1.0,0.660546875,1.0,success,
7.1484375,10,SPSA,3,N2,0,1,512,36,19,0.3569953230007741,"(1.2941053352293945, 2.2792210375690813, 1.8614111319194113, 0.03180069313775223, 1.2098677061548793, -0.2810317243573724)",G0001_C12_N2_S1000,G0001,erdos_renyi,10,12,10000,C12,512,10,1000,1.0,0.71484375,1.0,success,
6.4765625,10,SPSA,3,N2,0,1,512,36,19,0.3794533229993249,"(1.820750892835922, -0.11273933480214945, 0.6215062568472713, 1.38713317405448, 0.13626462205585013, 0.4610926323585068)",G0001_C12_N2_S1001,G0001,erdos_renyi,10,12,10000,C12,512,10,1001,1.0,0.64765625,1.0,success,
7.5703125,12,COBYLA,1,N1,0,1,256,14,11,0.146365607000007,"(2.1063628036840782, 0.9027410290092204)",G0002_C01_N1_S1000,G0002,erdos_renyi,10,14,10001,C01,256,12,1000,1.0,0.630859375,1.0,success,
7.33984375,12,COBYLA,1,N1,0,1,256,14,11,0.1548234110005069,"(2.3255376437174715, -0.22711867807161173)",G0002_C01_N1_S1001,G0002,erdos_renyi,10,14,10001,C01,256,12,1001,1.0,0.6116536458333334,1.0,success,
7.666015625,12,COBYLA,1,N1,0,1,512,14,11,0.246834970999771,"(2.083977952098982, 0.9423801977832252)",G0002_C02_N1_S1000,G0002,erdos_renyi,10,14,10001,C02,512,12,1000,1.0,0.6388346354166666,1.0,success,
7.619140625,12,COBYLA,1,N1,0,1,512,14,11,0.2496482950000427,"(2.3501777245684017, -0.339439686524254)",G0002_C02_N1_S1001,G0002,erdos_renyi,10,14,10001,C02,512,12,1001,1.0,0.6349283854166666,1.0,success,
7.6171875,12,SPSA,1,N1,0,1,256,14,11,0.1468724599999404,"(2.1176672496283198, 0.9944786068179889)",G0002_C03_N1_S1000,G0002,erdos_renyi,10,14,10001,C03,256,12,1000,1.0,0.634765625,1.0,success,
7.6640625,12,SPSA,1,N1,0,1,256,14,11,0.157019931000832,"(2.129270334428175, -0.42572977886659896)",G0002_C03_N1_S1001,G0002,erdos_renyi,10,14,10001,C03,256,12,1001,1.0,0.638671875,1.0,success,
7.806640625,12,SPSA,1,N1,0,1,512,14,11,0.2486560739998822,"(2.1435563196223053, 1.1047915973066402)",G0002_C04_N1_S1000,G0002,erdos_renyi,10,14,10001,C04,512,12,1000,1.0,0.6505533854166666,1.0,success,
7.806640625,12,SPSA,1,N1,0,1,512,14,11,0.2568467880000753,"(2.0779512579513786, -0.45459497591184067)",G0002_C04_N1_S1001,G0002,erdos_renyi,10,14,10001,C04,512,12,1001,1.0,0.6505533854166666,1.0,success,
7.69921875,12,COBYLA,2,N1,0,1,256,28,17,0.1904251810001369,"(2.1479045668611816, 1.8369944348398068, 1.241232997838984, 0.3177683442744952)",G0002_C05_N1_S1000,G0002,erdos_renyi,10,14,10001,C05,256,12,1000,1.0,0.6416015625,1.0,success,
7.46484375,11,COBYLA,2,N1,0,1,256,28,17,0.1974788309998985,"(3.1977989651486425, -0.7110184269703828, -0.6476273444889455, 0.9600047027780365)",G0002_C05_N1_S1001,G0002,erdos_renyi,10,14,10001,C05,256,12,1001,1.0,0.6220703125,0.9166666666666666,success,
7.69140625,12,COBYLA,2,N1,0,1,512,28,17,0.4349186230001578,"(2.199939824095459, 1.8874794058610551, 1.2396375262495012, 0.31940155372558676)",G0002_C06_N1_S1000,G0002,erdos_renyi,10,14,10001,C06,512,12,1000,1.0,0.6409505208333334,1.0,success,
7.576171875,12,COBYLA,2,N1,0,1,512,28,17,0.3131000149996907,"(1.9079962124802323, -0.055206398794413476, -0.22609123007081386, 1.3264709377667432)",G0002_C06_N1_S1001,G0002,erdos_renyi,10,14,10001,C06,512,12,1001,1.0,0.63134765625,1.0,success,
8.01171875,11,SPSA,2,N1,0,1,256,28,17,0.338660174999859,"(1.5419637161047173, 2.4302534053416127, 0.3360268303451895, 0.5777094054767555)",G0002_C07_N1_S1000,G0002,erdos_renyi,10,14,10001,C07,256,12,1000,1.0,0.6676432291666666,0.9166666666666666,success,
7.625,12,SPSA,2,N1,0,1,256,28,17,0.1843233019999388,"(1.7275436794981334, 0.3895594558407159, 0.04806152309490126, 1.0724655529940779)",G0002_C07_N1_S1001,G0002,erdos_renyi,10,14,10001,C07,256,12,1001,1.0,0.6354166666666666,1.0,success,
7.796875,12,SPSA,2,N1,0,1,512,28,17,0.5832454290002715,"(2.007588825549478, 1.8842289615828867, 1.1280359966891946, 0.18125010410253645)",G0002_C08_N1_S1000,G0002,erdos_renyi,10,14,10001,C08,512,12,1000,1.0,0.6497395833333334,1.0,success,
