graph_id,config_id,noise_condition,depth,optimizer,shots,mean_expected_approximation_ratio,std_expected_approximation_ratio,n_seeds,num_nodes,num_edges,graph_family,graph_seed,density,optimizer_code,noise_code,family_code,split
G0002,C12,N0,3,SPSA,512,0.6774088541666667,0.0329154523794519,2,10,14,erdos_renyi,10001,0.3111111111111111,1,0,0,train
G0003,C01,N0,1,COBYLA,256,0.6326497395833333,0.0195651290367371,2,10,15,erdos_renyi,10002,0.3333333333333333,0,0,0,validation
G0003,C02,N0,1,COBYLA,512,0.728759765625,0.0010358009490037,2,10,15,erdos_renyi,10002,0.3333333333333333,0,0,0,validation
G0003,C03,N0,1,SPSA,256,0.6935221354166667,0.0402811480168117,2,10,15,erdos_renyi,10002,0.3333333333333333,1,0,0,validation
G0003,C04,N0,1,SPSA,512,0.7255045572916666,0.0044884707790161,2,10,15,erdos_renyi,10002,0.3333333333333333,1,0,0,validation
G0003,C05,N0,2,COBYLA,256,0.6959635416666666,0.0124296113880447,2,10,15,erdos_renyi,10002,0.3333333333333333,0,0,0,validation
G0003,C06,N0,2,COBYLA,512,0.701416015625,0.0010358009490037,2,10,15,erdos_renyi,10002,0.3333333333333333,0,0,0,validation
G0003,C07,N0,2,SPSA,256,0.6803385416666667,0.0782605161469486,2,10,15,erdos_renyi,10002,0.3333333333333333,1,0,0,validation
G0003,C08,N0,2,SPSA,512,0.68212890625,0.0692835745889162,2,10,15,erdos_renyi,10002,0.3333333333333333,1,0,0,validation
G0003,C09,N0,3,COBYLA,256,0.6904296875,0.0718155324642587,2,10,15,erdos_renyi,10002,0.3333333333333333,0,0,0,validation
G0003,C10,N0,3,COBYLA,512,0.67919921875,0.0550125392915315,2,10,15,erdos_renyi,10002,0.3333333333333333,0,0,0,validation
G0003,C11,N0,3,SPSA,256,0.7433268229166667,0.0191047730594021,2,10,15,erdos_renyi,10002,0.3333333333333333,1,0,0,validation
G0003,C12,N0,3,SPSA,512,0.7411295572916667,0.0040281148016812,2,10,15,erdos_renyi,10002,0.3333333333333333,1,0,0,validation
G0004,C01,N0,1,COBYLA,256,0.6703404017857143,0.0897694155803234,2,10,16,erdos_renyi,10003,0.3555555555555555,0,0,0,train
G0004,C02,N0,1,COBYLA,512,0.5867047991071429,0.0324550964021169,2,10,16,erdos_renyi,10003,0.3555555555555555,0,0,0,train
G0004,C03,N0,1,SPSA,256,0.5717075892857142,0.0272267678023837,2,10,16,erdos_renyi,10003,0.3555555555555555,1,0,0,train
G0004,C04,N0,1,SPSA,512,0.5744977678571428,0.021505200655506,2,10,16,erdos_renyi,10003,0.3555555555555555,1,0,0,train
G0004,C05,N0,2,COBYLA,256,0.5799386160714286,0.0061161579845934,2,10,16,erdos_renyi,10003,0.3555555555555555,0,0,0,train
G0004,C06,N0,2,COBYLA,512,0.5992606026785714,0.0277200063495284,2,10,16,erdos_renyi,10003,0.3555555555555555,0,0,0,train
G0004,C07,N0,2,SPSA,256,0.6037946428571428,0.0157836335086281,2,10,16,erdos_renyi,10003,0.3555555555555555,1,0,0,train
G0004,C08,N0,2,SPSA,512,0.5980747767857143,0.0033540221205835,2,10,16,erdos_renyi,10003,0.3555555555555555,1,0,0,train
G0004,C09,N0,3,COBYLA,256,0.6007254464285714,0.0011837725131471,2,10,16,erdos_renyi,10003,0.3555555555555555,0,0,0,train
G0004,C10,N0,3,COBYLA,512,0.6003069196428572,0.0061161579845933,2,10,16,erdos_renyi,10003,0.3555555555555555,0,0,0,train
G0004,C11,N0,3,SPSA,256,0.5998883928571429,0.0,2,10,16,erdos_renyi,10003,0.3555555555555555,1,0,0,train
G0004,C12,N0,3,SPSA,512,0.6109793526785714,0.0034526698300124,2,10,16,erdos_renyi,10003,0.3555555555555555,1,0,0,train
G0005,C01,N0,1,COBYLA,256,0.6626953124999999,0.0301072809177085,2,10,12,erdos_renyi,10004,0.2666666666666666,0,0,0,train
G0005,C02,N0,1,COBYLA,512,0.630859375,0.0058004853144209,2,10,12,erdos_renyi,10004,0.2666666666666666,0,0,0,train
G0005,C03,N0,1,SPSA,256,0.673046875,0.0060766989008219,2,10,12,erdos_renyi,10004,0.2666666666666666,1,0,0,train
G0005,C04,N0,1,SPSA,512,0.6854492187500001,0.0335599507477209,2,10,12,erdos_renyi,10004,0.2666666666666666,1,0,0,train
G0005,C05,N0,2,COBYLA,256,0.677734375,0.0359077662321293,2,10,12,erdos_renyi,10004,0.2666666666666666,0,0,0,train
G0005,C06,N0,2,COBYLA,512,0.7176757812500001,0.1122808228720045,2,10,12,erdos_renyi,10004,0.2666666666666666,0,0,0,train
G0005,C07,N0,2,SPSA,256,0.688671875,0.0392223292689414,2,10,12,erdos_renyi,10004,0.2666666666666666,1,0,0,train
G0005,C08,N0,2,SPSA,512,0.7232421875,0.0999893182771602,2,10,12,erdos_renyi,10004,0.2666666666666666,1,0,0,train
G0005,C09,N0,3,COBYLA,256,0.6677734375,0.0389461156825402,2,10,12,erdos_renyi,10004,0.2666666666666666,0,0,0,train
G0005,C10,N0,3,COBYLA,512,0.642578125,0.0220970869120796,2,10,12,erdos_renyi,10004,0.2666666666666666,0,0,0,train
G0005,C11,N0,3,SPSA,256,0.80625,0.0077339804192278,2,10,12,erdos_renyi,10004,0.2666666666666666,1,0,0,train
G0005,C12,N0,3,SPSA,512,0.834375,0.0276213586400995,2,10,12,erdos_renyi,10004,0.2666666666666666,1,0,0,train
G0006,C01,N0,1,COBYLA,256,0.6121419270833333,0.0126597893767123,2,10,14,erdos_renyi,10005,0.3111111111111111,0,0,0,train
G0006,C02,N0,1,COBYLA,512,0.62353515625,0.0071355176486923,2,10,14,erdos_renyi,10005,0.3111111111111111,0,0,0,train
G0006,C03,N0,1,SPSA,256,0.62548828125,0.0121994333993773,2,10,14,erdos_renyi,10005,0.3111111111111111,1,0,0,train
G0006,C04,N0,1,SPSA,512,0.628662109375,0.0017263349150062,2,10,14,erdos_renyi,10005,0.3111111111111111,1,0,0,train
G0006,C05,N0,2,COBYLA,256,0.6240234375,0.0395906140508092,2,10,14,erdos_renyi,10005,0.3111111111111111,0,0,0,train
G0006,C06,N0,2,COBYLA,512,0.637939453125,0.0275062696457657,2,10,14,erdos_renyi,10005,0.3111111111111111,0,0,0,train
G0006,C07,N0,2,SPSA,256,0.6399739583333333,0.0105881874787048,2,10,14,erdos_renyi,10005,0.3111111111111111,1,0,0,train
G0006,C08,N0,2,SPSA,512,0.6402994791666667,0.0119692554107098,2,10,14,erdos_renyi,10005,0.3111111111111111,1,0,0,train
G0006,C09,N0,3,COBYLA,256,0.5856119791666667,0.0064449836826899,2,10,14,erdos_renyi,10005,0.3111111111111111,0,0,0,train
G0006,C10,N0,3,COBYLA,512,0.625244140625,0.0155370142350559,2,10,14,erdos_renyi,10005,0.3111111111111111,0,0,0,train
G0006,C11,N0,3,SPSA,256,0.638671875,0.0023017798866749,2,10,14,erdos_renyi,10005,0.3111111111111111,1,0,0,train
G0006,C12,N0,3,SPSA,512,0.642578125,0.0034526698300124,2,10,14,erdos_renyi,10005,0.3111111111111111,1,0,0,train
G0007,C01,N0,1,COBYLA,256,0.6185396634615384,0.0316583264413448,2,10,16,erdos_renyi,10006,0.3555555555555555,0,0,0,train
G0007,C02,N0,1,COBYLA,512,0.6440054086538463,0.0362264742164381,2,10,16,erdos_renyi,10006,0.3555555555555555,0,0,0,train
G0007,C03,N0,1,SPSA,256,0.6236478365384615,0.0274088866505602,2,10,16,erdos_renyi,10006,0.3555555555555555,1,0,0,train
G0007,C04,N0,1,SPSA,512,0.6026141826923077,0.0076489916234121,2,10,16,erdos_renyi,10006,0.3555555555555555,1,0,0,train
G0007,C05,N0,2,COBYLA,256,0.6431790865384616,0.0282587746087171,2,10,16,erdos_renyi,10006,0.3555555555555555,0,0,0,train
G0007,C06,N0,2,COBYLA,512,0.6617337740384616,0.0179538831160646,2,10,16,erdos_renyi,10006,0.3555555555555555,0,0,0,train
G0007,C07,N0,2,SPSA,256,0.701171875,0.1043237468637604,2,10,16,erdos_renyi,10006,0.3555555555555555,1,0,0,train
G0007,C08,N0,2,SPSA,512,0.6561748798076923,0.0493997375678702,2,10,16,erdos_renyi,10006,0.3555555555555555,1,0,0,train
G0007,C09,N0,3,COBYLA,256,0.6292067307692308,0.0382449581170608,2,10,16,erdos_renyi,10006,0.3555555555555555,0,0,0,train
G0007,C10,N0,3,COBYLA,512,0.6781850961538461,0.0146605672782067,2,10,16,erdos_renyi,10006,0.3555555555555555,0,0,0,train
G0007,C11,N0,3,SPSA,256,0.6482872596153846,0.0384574301066001,2,10,16,erdos_renyi,10006,0.3555555555555555,1,0,0,train
G0007,C12,N0,3,SPSA,512,0.6622596153846154,0.0569424931965127,2,10,16,erdos_renyi,10006,0.3555555555555555,1,0,0,train
G0008,C01,N0,1,COBYLA,256,0.67333984375,0.0052940937393524,2,10,15,erdos_renyi,10007,0.3333333333333333,0,0,0,train
G0008,C02,N0,1,COBYLA,512,0.67919921875,0.00184142390934,2,10,15,erdos_renyi,10007,0.3333333333333333,0,0,0,train
G0008,C03,N0,1,SPSA,256,0.6466471354166666,0.0034526698300124,2,10,15,erdos_renyi,10007,0.3333333333333333,1,0,0,train
G0008,C04,N0,1,SPSA,512,0.6869303385416666,0.0355624992491281,2,10,15,erdos_renyi,10007,0.3333333333333333,1,0,0,train
G0008,C05,N0,2,COBYLA,256,0.638671875,0.0119692554107097,2,10,15,erdos_renyi,10007,0.3333333333333333,0,0,0,train
G0008,C06,N0,2,COBYLA,512,0.6669108072916667,0.0330305413737857,2,10,15,erdos_renyi,10007,0.3333333333333333,0,0,0,train
G0008,C07,N0,2,SPSA,256,0.7081705729166667,0.0591557430875464,2,10,15,erdos_renyi,10007,0.3333333333333333,1,0,0,train
G0008,C08,N0,2,SPSA,512,0.7146809895833333,0.0695137525775837,2,10,15,erdos_renyi,10007,0.3333333333333333,1,0,0,train
G0008,C09,N0,3,COBYLA,256,0.6599934895833333,0.0223272649007471,2,10,15,erdos_renyi,10007,0.3333333333333333,0,0,0,train
G0008,C10,N0,3,COBYLA,512,0.6522623697916666,0.0148464802690534,2,10,15,erdos_renyi,10007,0.3333333333333333,0,0,0,train
G0008,C11,N0,3,SPSA,256,0.685546875,0.0032224918413449,2,10,15,erdos_renyi,10007,0.3333333333333333,1,0,0,train
G0008,C12,N0,3,SPSA,512,0.6925455729166667,0.0204858409914071,2,10,15,erdos_renyi,10007,0.3333333333333333,1,0,0,train
G0009,C01,N0,1,COBYLA,256,0.578515625,0.0189666662662016,2,10,17,erdos_renyi,10008,0.3777777777777777,0,0,0,train
G0009,C02,N0,1,COBYLA,512,0.6534505208333333,0.1155493503110829,2,10,17,erdos_renyi,10008,0.3777777777777777,0,0,0,train
G0009,C03,N0,1,SPSA,256,0.5838541666666667,0.0165728151840597,2,10,17,erdos_renyi,10008,0.3777777777777777,1,0,0,train
G0009,C04,N0,1,SPSA,512,0.5825520833333333,0.0156521032293897,2,10,17,erdos_renyi,10008,0.3777777777777777,1,0,0,train
G0009,C05,N0,2,COBYLA,256,0.58125,0.0088388347648319,2,10,17,erdos_renyi,10008,0.3777777777777777,0,0,0,train
G0009,C06,N0,2,COBYLA,512,0.5856770833333333,0.0005524271728019,2,10,17,erdos_renyi,10008,0.3777777777777777,0,0,0,train
G0009,C07,N0,2,SPSA,256,0.5872395833333334,0.0003682847818679,2,10,17,erdos_renyi,10008,0.3777777777777777,1,0,0,train
G0009,C08,N0,2,SPSA,512,0.5858723958333334,0.0002762135864009,2,10,17,erdos_renyi,10008,0.3777777777777777,1,0,0,train
G0009,C09,N0,3,COBYLA,256,0.5934895833333333,0.0169410999659276,2,10,17,erdos_renyi,10008,0.3777777777777777,0,0,0,train
G0009,C10,N0,3,COBYLA,512,0.5915364583333333,0.0130741097563138,2,10,17,erdos_renyi,10008,0.3777777777777777,0,0,0,train
G0009,C11,N0,3,SPSA,256,0.570703125,0.0193349510480696,2,10,17,erdos_renyi,10008,0.3777777777777777,1,0,0,train
G0009,C12,N0,3,SPSA,512,0.5786458333333333,0.0099436891104358,2,10,17,erdos_renyi,10008,0.3777777777777777,1,0,0,train
G0010,C01,N0,1,COBYLA,256,0.6282087053571428,0.1020017315495103,2,10,15,erdos_renyi,10009,0.3333333333333333,0,0,0,test
G0010,C02,N0,1,COBYLA,512,0.6200474330357143,0.1022976746777971,2,10,15,erdos_renyi,10009,0.3333333333333333,0,0,0,test
G0010,C03,N0,1,SPSA,256,0.6040736607142857,0.0816803034071513,2,10,15,erdos_renyi,10009,0.3333333333333333,1,0,0,test
G0010,C04,N0,1,SPSA,512,0.5851702008928572,0.0300875513758227,2,10,15,erdos_renyi,10009,0.3333333333333333,1,0,0,test
G0010,C05,N0,2,COBYLA,256,0.5844029017857143,0.0171647014406332,2,10,15,erdos_renyi,10009,0.3333333333333333,0,0,0,test
G0010,C06,N0,2,COBYLA,512,0.595703125,0.0260429952892367,2,10,15,erdos_renyi,10009,0.3333333333333333,0,0,0,test
